model,seed,feature,perturbation,original_pooled_mae,original_patient_mae,original_rmse,original_bis_below_40_mae,original_bis_40_to_60_mae,original_bis_above_60_mae,perturbed_pooled_mae,perturbed_patient_mae,perturbed_rmse,perturbed_bis_below_40_mae,perturbed_bis_40_to_60_mae,perturbed_bis_above_60_mae,delta_pooled_mae,delta_patient_mae,delta_rmse,delta_bis_below_40_mae,delta_bis_40_to_60_mae,delta_bis_above_60_mae,contribution_rank
attention,21,dbp,feature_unavailable_value_zero_mask_zero_all_six_steps,3.21383903143845,3.3884236812591553,4.459486575309278,3.209949493408203,3.054980993270874,4.447133541107178,3.2140609858978912,3.3885529041290283,4.459471795714727,3.207869052886963,3.054821014404297,4.460721492767334,0.00022195445944106496,0.00012922286987304688,-1.4779594550873298e-05,-0.0020804405212402344,-0.00015997886657714844,0.01358795166015625,8.0
attention,21,spo2,feature_unavailable_value_zero_mask_zero_all_six_steps,3.21383903143845,3.3884236812591553,4.459486575309278,3.209949493408203,3.054980993270874,4.447133541107178,3.2140372696442285,3.3882811069488525,4.459300082933256,3.207420587539673,3.0551695823669434,4.459775924682617,0.00019823820577835605,-0.00014257431030273438,-0.00018649237602197388,-0.0025289058685302734,0.00018858909606933594,0.012642383575439453,13.0
attention,21,etco2,feature_unavailable_value_zero_mask_zero_all_six_steps,3.21383903143845,3.3884236812591553,4.459486575309278,3.209949493408203,3.054980993270874,4.447133541107178,3.2146421751095553,3.389432668685913,4.460368998721741,3.2056171894073486,3.0547399520874023,4.479218006134033,0.0008031436711051221,0.0010089874267578125,0.0008824234124631403,-0.004332304000854492,-0.0002410411834716797,0.03208446502685547,6.0
attention,21,ppf_rate,feature_unavailable_value_zero_mask_zero_all_six_steps,3.21383903143845,3.3884236812591553,4.459486575309278,3.209949493408203,3.054980993270874,4.447133541107178,3.2473872400027006,3.413252592086792,4.483645075685209,3.1220171451568604,3.0612077713012695,5.240652561187744,0.03354820856425045,0.02482891082763672,0.024158500375931702,-0.08793234825134277,0.006226778030395508,0.7935190200805664,3.0
attention,21,ppf_volume,feature_unavailable_value_zero_mask_zero_all_six_steps,3.21383903143845,3.3884236812591553,4.459486575309278,3.209949493408203,3.054980993270874,4.447133541107178,3.2128160839168127,3.390777587890625,4.4663185301046155,3.220752239227295,3.064868211746216,4.30899715423584,-0.0010229475216374517,0.0023539066314697266,0.006831954795337936,0.010802745819091797,0.009887218475341797,-0.1381363868713379,4.0
attention,21,ppf_cp,feature_unavailable_value_zero_mask_zero_all_six_steps,3.21383903143845,3.3884236812591553,4.459486575309278,3.209949493408203,3.054980993270874,4.447133541107178,3.221660963175568,3.419527769088745,4.488642842415569,3.1042864322662354,3.0487611293792725,5.077045917510986,0.007821931737117982,0.031104087829589844,0.029156267106291267,-0.10566306114196777,-0.0062198638916015625,0.6299123764038086,2.0
attention,21,ppf_ce,feature_unavailable_value_zero_mask_zero_all_six_steps,3.21383903143845,3.3884236812591553,4.459486575309278,3.209949493408203,3.054980993270874,4.447133541107178,3.2135522012657955,3.387619733810425,4.457917054358867,3.205791473388672,3.0543482303619385,4.4670491218566895,-0.0002868301726546285,-0.0008039474487304688,-0.001569520950410741,-0.00415802001953125,-0.0006327629089355469,0.01991558074951172,16.0
attention,21,rftn_rate,feature_unavailable_value_zero_mask_zero_all_six_steps,3.21383903143845,3.3884236812591553,4.459486575309278,3.209949493408203,3.054980993270874,4.447133541107178,3.21371586315228,3.388355016708374,4.459527565426368,3.2095773220062256,3.0554070472717285,4.443940162658691,-0.00012316828617020548,-6.866455078125e-05,4.099011709080003e-05,-0.00037217140197753906,0.0004260540008544922,-0.003193378448486328,12.0
attention,21,rftn_volume,feature_unavailable_value_zero_mask_zero_all_six_steps,3.21383903143845,3.3884236812591553,4.459486575309278,3.209949493408203,3.054980993270874,4.447133541107178,3.2140009470676674,3.3885340690612793,4.459583163596825,3.2086737155914307,3.054875373840332,4.455864429473877,0.00016191562921719083,0.00011038780212402344,9.658828754766091e-05,-0.001275777816772461,-0.00010561943054199219,0.008730888366699219,9.0
attention,21,rftn_cp,feature_unavailable_value_zero_mask_zero_all_six_steps,3.21383903143845,3.3884236812591553,4.459486575309278,3.209949493408203,3.054980993270874,4.447133541107178,3.2138259893068755,3.388518810272217,4.459888113303037,3.209244966506958,3.0553548336029053,4.447296619415283,-1.3042131574714233e-05,9.512901306152344e-05,0.00040153799375897137,-0.0007045269012451172,0.00037384033203125,0.00016307830810546875,10.0
attention,21,rftn_ce,feature_unavailable_value_zero_mask_zero_all_six_steps,3.21383903143845,3.3884236812591553,4.459486575309278,3.209949493408203,3.054980993270874,4.447133541107178,3.2138172067489292,3.3879668712615967,4.458484649150714,3.2092361450195312,3.0548877716064453,4.4507951736450195,-2.1824689520943963e-05,-0.00045680999755859375,-0.0010019261585636485,-0.000713348388671875,-9.322166442871094e-05,0.003661632537841797,15.0
attention,21,bis_slope,feature_unavailable_value_zero_mask_zero_all_six_steps,3.21383903143845,3.3884236812591553,4.459486575309278,3.209949493408203,3.054980993270874,4.447133541107178,3.2130127700929254,3.3873372077941895,4.457967342958021,3.2019598484039307,3.0557515621185303,4.466573715209961,-0.0008262613455247703,-0.0010864734649658203,-0.0015192323512565054,-0.007989645004272461,0.00077056884765625,0.019440174102783203,17.0
gru,42,bis,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2224547062307503,3.3988022804260254,4.494125874819794,2.9762415885925293,3.123408555984497,5.0969390869140625,7.193677494511636,8.322159767150879,9.799584634099832,8.475932121276855,4.437678813934326,22.46908950805664,3.971222788280886,4.9233574867248535,5.305458759280038,5.499690532684326,1.314270257949829,17.372150421142578,1.0
gru,42,bis_sqi,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2224547062307503,3.3988022804260254,4.494125874819794,2.9762415885925293,3.123408555984497,5.0969390869140625,3.265468106413688,3.417511224746704,4.532626208657339,2.9549851417541504,3.221754312515259,5.0079755783081055,0.043013400182937644,0.01870894432067871,0.03850033383754514,-0.021256446838378906,0.09834575653076172,-0.08896350860595703,13.0
gru,42,hr,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2224547062307503,3.3988022804260254,4.494125874819794,2.9762415885925293,3.123408555984497,5.0969390869140625,3.317663570681233,3.497985363006592,4.5827796496733075,3.038925886154175,3.25816011428833,5.037039279937744,0.09520886445048271,0.0991830825805664,0.08865377485351367,0.06268429756164551,0.134751558303833,-0.05989980697631836,5.0
gru,42,mbp,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2224547062307503,3.3988022804260254,4.494125874819794,2.9762415885925293,3.123408555984497,5.0969390869140625,3.239059236998681,3.4320623874664307,4.517232421653709,3.1309924125671387,3.1092233657836914,4.722691059112549,0.01660453076793056,0.03326010704040527,0.02310654683391533,0.15475082397460938,-0.014185190200805664,-0.37424802780151367,8.0
gru,42,sbp,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2224547062307503,3.3988022804260254,4.494125874819794,2.9762415885925293,3.123408555984497,5.0969390869140625,3.2378708239046112,3.4295530319213867,4.5020885598421,3.036705255508423,3.117440938949585,5.071709156036377,0.015416117673860974,0.030750751495361328,0.00796268502230646,0.060463666915893555,-0.005967617034912109,-0.025229930877685547,10.0
gru,42,dbp,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2224547062307503,3.3988022804260254,4.494125874819794,2.9762415885925293,3.123408555984497,5.0969390869140625,3.256952862516229,3.4307618141174316,4.540861216993218,2.993274211883545,3.1997125148773193,4.890719413757324,0.03449815628547892,0.03195953369140625,0.04673534217342379,0.017032623291015625,0.07630395889282227,-0.20621967315673828,9.0
gru,42,spo2,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2224547062307503,3.3988022804260254,4.494125874819794,2.9762415885925293,3.123408555984497,5.0969390869140625,3.2277199129135288,3.408677339553833,4.48198378562451,2.987403154373169,3.167259931564331,4.7801833152771,0.005265206682778523,0.009875059127807617,-0.012142089195283923,0.011161565780639648,0.043851375579833984,-0.3167557716369629,14.0
gru,42,etco2,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2224547062307503,3.3988022804260254,4.494125874819794,2.9762415885925293,3.123408555984497,5.0969390869140625,3.2652950366347424,3.428520441055298,4.538285475193353,2.9627983570098877,3.235501766204834,4.86505651473999,0.042840330403992155,0.02971816062927246,0.04415960037355937,-0.013443231582641602,0.11209321022033691,-0.23188257217407227,11.0
gru,42,ppf_rate,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2224547062307503,3.3988022804260254,4.494125874819794,2.9762415885925293,3.123408555984497,5.0969390869140625,3.364332321678365,3.514347791671753,4.627683523154722,3.025116205215454,3.339322566986084,5.094006538391113,0.14187761544761468,0.11554551124572754,0.13355764833492856,0.048874616622924805,0.21591401100158691,-0.0029325485229492188,4.0
gru,42,ppf_volume,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2224547062307503,3.3988022804260254,4.494125874819794,2.9762415885925293,3.123408555984497,5.0969390869140625,3.2048964945415555,3.387834072113037,4.491086412871303,3.056821346282959,3.069200038909912,4.914806842803955,-0.017558211689194803,-0.010968208312988281,-0.003039461948491251,0.08057975769042969,-0.05420851707458496,-0.18213224411010742,15.0
gru,42,ppf_cp,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2224547062307503,3.3988022804260254,4.494125874819794,2.9762415885925293,3.123408555984497,5.0969390869140625,3.207078235951762,3.3871142864227295,4.4862211093614786,2.99031400680542,3.1182868480682373,4.869541168212891,-0.015376470278988474,-0.011687994003295898,-0.00790476545831531,0.014072418212890625,-0.005121707916259766,-0.22739791870117188,16.0
gru,42,ppf_ce,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2224547062307503,3.3988022804260254,4.494125874819794,2.9762415885925293,3.123408555984497,5.0969390869140625,3.195534602117197,3.381819248199463,4.463184664311982,2.9752910137176514,3.097754716873169,4.942558765411377,-0.02692010411355339,-0.0169830322265625,-0.030941210507811512,-0.0009505748748779297,-0.025653839111328125,-0.15438032150268555,17.0
gru,42,rftn_rate,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2224547062307503,3.3988022804260254,4.494125874819794,2.9762415885925293,3.123408555984497,5.0969390869140625,3.2278490388934946,3.4182016849517822,4.498830375082562,3.050421953201294,3.0885169506073,5.098687171936035,0.005394332662744361,0.019399404525756836,0.004704500262768363,0.07418036460876465,-0.034891605377197266,0.0017480850219726562,12.0
gru,42,rftn_volume,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2224547062307503,3.3988022804260254,4.494125874819794,2.9762415885925293,3.123408555984497,5.0969390869140625,3.2543269783303916,3.437762498855591,4.510497461604,3.2316389083862305,3.0554323196411133,4.879249572753906,0.031872272099641386,0.03896021842956543,0.01637158678420647,0.25539731979370117,-0.06797623634338379,-0.21768951416015625,7.0
gru,42,rftn_cp,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2224547062307503,3.3988022804260254,4.494125874819794,2.9762415885925293,3.123408555984497,5.0969390869140625,3.230743771918098,3.450514554977417,4.506334953288242,3.0995676517486572,3.0847253799438477,4.9430084228515625,0.008289065687347552,0.0517122745513916,0.012209078468448098,0.12332606315612793,-0.038683176040649414,-0.1539306640625,6.0
gru,42,rftn_ce,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2224547062307503,3.3988022804260254,4.494125874819794,2.9762415885925293,3.123408555984497,5.0969390869140625,3.377034475467815,3.516145944595337,4.655442053750116,2.9472360610961914,3.406660556793213,5.099384784698486,0.15457976923706473,0.11734366416931152,0.16131617893032235,-0.02900552749633789,0.2832520008087158,0.002445697784423828,3.0
gru,42,bis_slope,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2224547062307503,3.3988022804260254,4.494125874819794,2.9762415885925293,3.123408555984497,5.0969390869140625,3.485087116750589,3.6184513568878174,4.750730205769601,3.0304172039031982,3.512603282928467,5.336371898651123,0.26263241051983854,0.219649076461792,0.2566043309498074,0.054175615310668945,0.3891947269439697,0.23943281173706055,2.0
attention,42,bis,feature_unavailable_value_zero_mask_zero_all_six_steps,3.193588376730901,3.382908344268799,4.447197355877532,3.0289158821105957,3.1168906688690186,4.527275085449219,38.639825718392316,38.82036590576172,39.9894492940238,29.219806671142578,41.085323333740234,62.643898010253906,35.446237341661416,35.43745756149292,35.542251938146265,26.190890789031982,37.968432664871216,58.11662292480469,1.0
attention,42,bis_sqi,feature_unavailable_value_zero_mask_zero_all_six_steps,3.193588376730901,3.382908344268799,4.447197355877532,3.0289158821105957,3.1168906688690186,4.527275085449219,3.1908113758585546,3.372846841812134,4.441387878583828,3.1010258197784424,3.0809521675109863,4.438668727874756,-0.0027770008723462247,-0.010061502456665039,-0.0058094772937042904,0.07210993766784668,-0.03593850135803223,-0.08860635757446289,13.0
attention,42,hr,feature_unavailable_value_zero_mask_zero_all_six_steps,3.193588376730901,3.382908344268799,4.447197355877532,3.0289158821105957,3.1168906688690186,4.527275085449219,3.1878017391281404,3.3724846839904785,4.439352324718745,3.0721235275268555,3.0886919498443604,4.470818519592285,-0.005786637602760436,-0.010423660278320312,-0.007845031158787208,0.043207645416259766,-0.028198719024658203,-0.056456565856933594,14.0
attention,42,mbp,feature_unavailable_value_zero_mask_zero_all_six_steps,3.193588376730901,3.382908344268799,4.447197355877532,3.0289158821105957,3.1168906688690186,4.527275085449219,3.189071173902436,3.374040126800537,4.440744088996424,3.070148468017578,3.091280698776245,4.476705551147461,-0.004517202828464573,-0.008868217468261719,-0.006453266881107922,0.04123258590698242,-0.025609970092773438,-0.05056953430175781,9.0
attention,42,sbp,feature_unavailable_value_zero_mask_zero_all_six_steps,3.193588376730901,3.382908344268799,4.447197355877532,3.0289158821105957,3.1168906688690186,4.527275085449219,3.191665338090166,3.373809337615967,4.4424212457908165,3.097066879272461,3.084099054336548,4.443802356719971,-0.001923038640734731,-0.009099006652832031,-0.004776110086715413,0.06815099716186523,-0.0327916145324707,-0.08347272872924805,12.0
attention,42,dbp,feature_unavailable_value_zero_mask_zero_all_six_steps,3.193588376730901,3.382908344268799,4.447197355877532,3.0289158821105957,3.1168906688690186,4.527275085449219,3.1915425023977737,3.372389078140259,4.440999293951004,3.11185622215271,3.07684326171875,4.430639743804932,-0.0020458743331270846,-0.010519266128540039,-0.0061980619265282755,0.08294034004211426,-0.040047407150268555,-0.09663534164428711,15.0
attention,42,spo2,feature_unavailable_value_zero_mask_zero_all_six_steps,3.193588376730901,3.382908344268799,4.447197355877532,3.0289158821105957,3.1168906688690186,4.527275085449219,3.2111021321289193,3.3888702392578125,4.4532136257754455,3.211777448654175,3.063397169113159,4.338347434997559,0.01751375539801847,0.005961894989013672,0.006016269897913595,0.1828615665435791,-0.053493499755859375,-0.18892765045166016,4.0
attention,42,etco2,feature_unavailable_value_zero_mask_zero_all_six_steps,3.193588376730901,3.382908344268799,4.447197355877532,3.0289158821105957,3.1168906688690186,4.527275085449219,3.1889690397378776,3.373894453048706,4.441125692681226,3.064542770385742,3.0939104557037354,4.480654716491699,-0.004619336993023193,-0.009013891220092773,-0.006071663196306254,0.035626888275146484,-0.022980213165283203,-0.04662036895751953,11.0
attention,42,ppf_rate,feature_unavailable_value_zero_mask_zero_all_six_steps,3.193588376730901,3.382908344268799,4.447197355877532,3.0289158821105957,3.1168906688690186,4.527275085449219,3.20390960170792,3.3816072940826416,4.449444927354231,3.1715056896209717,3.069685935974121,4.378000259399414,0.010321224977019039,-0.0013010501861572266,0.002247571476699406,0.14258980751037598,-0.04720473289489746,-0.1492748260498047,5.0
attention,42,ppf_volume,feature_unavailable_value_zero_mask_zero_all_six_steps,3.193588376730901,3.382908344268799,4.447197355877532,3.0289158821105957,3.1168906688690186,4.527275085449219,3.1891107251350554,3.374390125274658,4.4411511366948595,3.0629119873046875,3.09464693069458,4.4842848777771,-0.0044776515958453444,-0.008518218994140625,-0.006046219182672452,0.0339961051940918,-0.022243738174438477,-0.04299020767211914,8.0
attention,42,ppf_cp,feature_unavailable_value_zero_mask_zero_all_six_steps,3.193588376730901,3.382908344268799,4.447197355877532,3.0289158821105957,3.1168906688690186,4.527275085449219,3.7346816104907274,3.9246673583984375,4.955370466122277,4.084312915802002,3.4709293842315674,4.167523384094238,0.5410932337598267,0.5417590141296387,0.5081731102447451,1.0553970336914062,0.35403871536254883,-0.35975170135498047,2.0
attention,42,ppf_ce,feature_unavailable_value_zero_mask_zero_all_six_steps,3.193588376730901,3.382908344268799,4.447197355877532,3.0289158821105957,3.1168906688690186,4.527275085449219,3.188932989415799,3.3754220008850098,4.441542204954022,3.054431438446045,3.0985610485076904,4.490443706512451,-0.004655387315101844,-0.0074863433837890625,-0.005655150923510099,0.02551555633544922,-0.018329620361328125,-0.03683137893676758,6.0
attention,42,rftn_rate,feature_unavailable_value_zero_mask_zero_all_six_steps,3.193588376730901,3.382908344268799,4.447197355877532,3.0289158821105957,3.1168906688690186,4.527275085449219,3.1882465939970137,3.371920108795166,4.439892679358184,3.0854008197784424,3.0848641395568848,4.445768356323242,-0.005341782733887079,-0.010988235473632812,-0.00730467651934763,0.05648493766784668,-0.03202652931213379,-0.08150672912597656,16.0
attention,42,rftn_volume,feature_unavailable_value_zero_mask_zero_all_six_steps,3.193588376730901,3.382908344268799,4.447197355877532,3.0289158821105957,3.1168906688690186,4.527275085449219,3.194743142663656,3.375138282775879,4.445465794227631,3.1350669860839844,3.0753767490386963,4.378814220428467,0.0011547659327550974,-0.007770061492919922,-0.001731561649901181,0.10615110397338867,-0.041513919830322266,-0.14846086502075195,7.0
attention,42,rftn_cp,feature_unavailable_value_zero_mask_zero_all_six_steps,3.193588376730901,3.382908344268799,4.447197355877532,3.0289158821105957,3.1168906688690186,4.527275085449219,3.2118616338094674,3.394624948501587,4.474429227228818,3.1643857955932617,3.1009764671325684,4.275701999664307,0.01827325707856664,0.011716604232788086,0.027231871351285797,0.13546991348266602,-0.015914201736450195,-0.2515730857849121,3.0
attention,42,rftn_ce,feature_unavailable_value_zero_mask_zero_all_six_steps,3.193588376730901,3.382908344268799,4.447197355877532,3.0289158821105957,3.1168906688690186,4.527275085449219,3.1874644627298516,3.370373010635376,4.438255561864387,3.099822759628296,3.0765910148620605,4.433361530303955,-0.006123914001049169,-0.012535333633422852,-0.008941794013145099,0.0709068775177002,-0.04029965400695801,-0.09391355514526367,17.0
attention,42,bis_slope,feature_unavailable_value_zero_mask_zero_all_six_steps,3.193588376730901,3.382908344268799,4.447197355877532,3.0289158821105957,3.1168906688690186,4.527275085449219,3.193984883480025,3.373985528945923,4.442111141884104,3.1271674633026123,3.0725595951080322,4.426192760467529,0.0003965067491242813,-0.008922815322875977,-0.005086213993427791,0.0982515811920166,-0.04433107376098633,-0.10108232498168945,10.0
gru,84,bis,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2110915424146764,3.378894805908203,4.459399332297138,3.110697031021118,3.06000018119812,4.822587490081787,7.462271191310065,8.603165626525879,10.04111310078726,9.352402687072754,4.353651523590088,22.679487228393555,4.251179648895389,5.224270820617676,5.581713768490123,6.241705656051636,1.2936513423919678,17.856899738311768,1.0
gru,84,bis_sqi,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2110915424146764,3.378894805908203,4.459399332297138,3.110697031021118,3.06000018119812,4.822587490081787,3.5685654633592896,3.748173475265503,4.808300628033424,2.9969711303710938,3.6724720001220703,5.365506649017334,0.35747392094461317,0.3692786693572998,0.3489012957362867,-0.11372590065002441,0.6124718189239502,0.5429191589355469,2.0
gru,84,hr,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2110915424146764,3.378894805908203,4.459399332297138,3.110697031021118,3.06000018119812,4.822587490081787,3.2430590284669716,3.416557550430298,4.503293866025168,3.1235544681549072,3.123661518096924,4.698678016662598,0.03196748605229516,0.03766274452209473,0.04389453372803054,0.012857437133789062,0.06366133689880371,-0.12390947341918945,13.0
gru,84,mbp,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2110915424146764,3.378894805908203,4.459399332297138,3.110697031021118,3.06000018119812,4.822587490081787,3.2447274734554385,3.435142993927002,4.505288656244695,3.054619550704956,3.1350109577178955,4.946438789367676,0.033635931040762124,0.05624818801879883,0.045889323947557514,-0.05607748031616211,0.07501077651977539,0.12385129928588867,12.0
gru,84,sbp,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2110915424146764,3.378894805908203,4.459399332297138,3.110697031021118,3.06000018119812,4.822587490081787,3.250639883225646,3.4111554622650146,4.4985377095784775,3.230250120162964,3.0797300338745117,4.650987148284912,0.039548340810969584,0.03226065635681152,0.03913837728133984,0.1195530891418457,0.0197298526763916,-0.171600341796875,15.0
gru,84,dbp,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2110915424146764,3.378894805908203,4.459399332297138,3.110697031021118,3.06000018119812,4.822587490081787,3.205683825287213,3.3767385482788086,4.460743118953023,3.120330810546875,3.0592236518859863,4.713527679443359,-0.005407717127463574,-0.0021562576293945312,0.001343786655885637,0.009633779525756836,-0.0007765293121337891,-0.10905981063842773,16.0
gru,84,spo2,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2110915424146764,3.378894805908203,4.459399332297138,3.110697031021118,3.06000018119812,4.822587490081787,3.1978109931565184,3.372776985168457,4.448725148854098,3.0348141193389893,3.0993218421936035,4.6906585693359375,-0.013280549258158025,-0.006117820739746094,-0.010674183443039276,-0.0758829116821289,0.0393216609954834,-0.1319289207458496,17.0
gru,84,etco2,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2110915424146764,3.378894805908203,4.459399332297138,3.110697031021118,3.06000018119812,4.822587490081787,3.342737848286562,3.492664098739624,4.5599030917654115,3.4149086475372314,3.148268699645996,4.503627300262451,0.13164630587188553,0.1137692928314209,0.10050375946827383,0.3042116165161133,0.08826851844787598,-0.31896018981933594,6.0
gru,84,ppf_rate,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2110915424146764,3.378894805908203,4.459399332297138,3.110697031021118,3.06000018119812,4.822587490081787,3.2873038279505065,3.4895787239074707,4.546134075928046,2.9330413341522217,3.275987386703491,4.9804229736328125,0.07621228553583004,0.11068391799926758,0.08673474363090872,-0.17765569686889648,0.2159872055053711,0.1578354835510254,7.0
gru,84,ppf_volume,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2110915424146764,3.378894805908203,4.459399332297138,3.110697031021118,3.06000018119812,4.822587490081787,3.2668397987178546,3.4777886867523193,4.5291746052241795,3.057527780532837,3.2041115760803223,4.6960601806640625,0.055748256303178145,0.09889388084411621,0.06977527292704178,-0.05316925048828125,0.14411139488220215,-0.1265273094177246,8.0
gru,84,ppf_cp,feature_unavailable_value_zero_mask_zero_all_six_steps,3.2110915424146764,3.378894805908203,4.459399332297138,3.110697031021118,3.06000018119812,4.822587490081787,3.2350787040646862,3.446653127670288,4.512138175913558,2.954332113265991,3.1995902061462402,4.779792308807373,0.023987161650009803,0.06775832176208496,0.052738843616420006,-0.15636491775512695,0.13959002494812012,-0.04279518127441406,10.0
